module,name,constructor,dimention,description
,Mor30m,"MoRSE('m', 30)",3D,3D-MoRSE weighted by mass (distance = 30)
,Mor31m,"MoRSE('m', 31)",3D,3D-MoRSE weighted by mass (distance = 31)
,Mor32m,"MoRSE('m', 32)",3D,3D-MoRSE weighted by mass (distance = 32)
,Mor01v,"MoRSE('v', 1)",3D,3D-MoRSE weighted by vdw volume (distance = 1)
,Mor02v,"MoRSE('v', 2)",3D,3D-MoRSE weighted by vdw volume (distance = 2)
,Mor03v,"MoRSE('v', 3)",3D,3D-MoRSE weighted by vdw volume (distance = 3)
,Mor04v,"MoRSE('v', 4)",3D,3D-MoRSE weighted by vdw volume (distance = 4)
,Mor05v,"MoRSE('v', 5)",3D,3D-MoRSE weighted by vdw volume (distance = 5)
,Mor06v,"MoRSE('v', 6)",3D,3D-MoRSE weighted by vdw volume (distance = 6)
,Mor07v,"MoRSE('v', 7)",3D,3D-MoRSE weighted by vdw volume (distance = 7)
,Mor08v,"MoRSE('v', 8)",3D,3D-MoRSE weighted by vdw volume (distance = 8)
,Mor09v,"MoRSE('v', 9)",3D,3D-MoRSE weighted by vdw volume (distance = 9)
,Mor10v,"MoRSE('v', 10)",3D,3D-MoRSE weighted by vdw volume (distance = 10)
,Mor11v,"MoRSE('v', 11)",3D,3D-MoRSE weighted by vdw volume (distance = 11)
,Mor12v,"MoRSE('v', 12)",3D,3D-MoRSE weighted by vdw volume (distance = 12)
,Mor13v,"MoRSE('v', 13)",3D,3D-MoRSE weighted by vdw volume (distance = 13)
,Mor14v,"MoRSE('v', 14)",3D,3D-MoRSE weighted by vdw volume (distance = 14)
,Mor15v,"MoRSE('v', 15)",3D,3D-MoRSE weighted by vdw volume (distance = 15)
,Mor16v,"MoRSE('v', 16)",3D,3D-MoRSE weighted by vdw volume (distance = 16)
,Mor17v,"MoRSE('v', 17)",3D,3D-MoRSE weighted by vdw volume (distance = 17)
,Mor18v,"MoRSE('v', 18)",3D,3D-MoRSE weighted by vdw volume (distance = 18)
,Mor19v,"MoRSE('v', 19)",3D,3D-MoRSE weighted by vdw volume (distance = 19)
,Mor20v,"MoRSE('v', 20)",3D,3D-MoRSE weighted by vdw volume (distance = 20)
,Mor21v,"MoRSE('v', 21)",3D,3D-MoRSE weighted by vdw volume (distance = 21)
,Mor22v,"MoRSE('v', 22)",3D,3D-MoRSE weighted by vdw volume (distance = 22)
,Mor23v,"MoRSE('v', 23)",3D,3D-MoRSE weighted by vdw volume (distance = 23)
,Mor24v,"MoRSE('v', 24)",3D,3D-MoRSE weighted by vdw volume (distance = 24)
,Mor25v,"MoRSE('v', 25)",3D,3D-MoRSE weighted by vdw volume (distance = 25)
,Mor26v,"MoRSE('v', 26)",3D,3D-MoRSE weighted by vdw volume (distance = 26)
,Mor27v,"MoRSE('v', 27)",3D,3D-MoRSE weighted by vdw volume (distance = 27)
,Mor28v,"MoRSE('v', 28)",3D,3D-MoRSE weighted by vdw volume (distance = 28)
,Mor29v,"MoRSE('v', 29)",3D,3D-MoRSE weighted by vdw volume (distance = 29)
,Mor30v,"MoRSE('v', 30)",3D,3D-MoRSE weighted by vdw volume (distance = 30)
,Mor31v,"MoRSE('v', 31)",3D,3D-MoRSE weighted by vdw volume (distance = 31)
,Mor32v,"MoRSE('v', 32)",3D,3D-MoRSE weighted by vdw volume (distance = 32)
,Mor01se,"MoRSE('se', 1)",3D,3D-MoRSE weighted by sanderson EN (distance = 1)
,Mor02se,"MoRSE('se', 2)",3D,3D-MoRSE weighted by sanderson EN (distance = 2)
,Mor03se,"MoRSE('se', 3)",3D,3D-MoRSE weighted by sanderson EN (distance = 3)
,Mor04se,"MoRSE('se', 4)",3D,3D-MoRSE weighted by sanderson EN (distance = 4)
,Mor05se,"MoRSE('se', 5)",3D,3D-MoRSE weighted by sanderson EN (distance = 5)
,Mor06se,"MoRSE('se', 6)",3D,3D-MoRSE weighted by sanderson EN (distance = 6)
,Mor07se,"MoRSE('se', 7)",3D,3D-MoRSE weighted by sanderson EN (distance = 7)
,Mor08se,"MoRSE('se', 8)",3D,3D-MoRSE weighted by sanderson EN (distance = 8)
,Mor09se,"MoRSE('se', 9)",3D,3D-MoRSE weighted by sanderson EN (distance = 9)
,Mor10se,"MoRSE('se', 10)",3D,3D-MoRSE weighted by sanderson EN (distance = 10)
,Mor11se,"MoRSE('se', 11)",3D,3D-MoRSE weighted by sanderson EN (distance = 11)
,Mor12se,"MoRSE('se', 12)",3D,3D-MoRSE weighted by sanderson EN (distance = 12)
,Mor13se,"MoRSE('se', 13)",3D,3D-MoRSE weighted by sanderson EN (distance = 13)
,Mor14se,"MoRSE('se', 14)",3D,3D-MoRSE weighted by sanderson EN (distance = 14)
,Mor15se,"MoRSE('se', 15)",3D,3D-MoRSE weighted by sanderson EN (distance = 15)
,Mor16se,"MoRSE('se', 16)",3D,3D-MoRSE weighted by sanderson EN (distance = 16)
,Mor17se,"MoRSE('se', 17)",3D,3D-MoRSE weighted by sanderson EN (distance = 17)
,Mor18se,"MoRSE('se', 18)",3D,3D-MoRSE weighted by sanderson EN (distance = 18)
,Mor19se,"MoRSE('se', 19)",3D,3D-MoRSE weighted by sanderson EN (distance = 19)
,Mor20se,"MoRSE('se', 20)",3D,3D-MoRSE weighted by sanderson EN (distance = 20)
,Mor21se,"MoRSE('se', 21)",3D,3D-MoRSE weighted by sanderson EN (distance = 21)
,Mor22se,"MoRSE('se', 22)",3D,3D-MoRSE weighted by sanderson EN (distance = 22)
,Mor23se,"MoRSE('se', 23)",3D,3D-MoRSE weighted by sanderson EN (distance = 23)
,Mor24se,"MoRSE('se', 24)",3D,3D-MoRSE weighted by sanderson EN (distance = 24)
,Mor25se,"MoRSE('se', 25)",3D,3D-MoRSE weighted by sanderson EN (distance = 25)
,Mor26se,"MoRSE('se', 26)",3D,3D-MoRSE weighted by sanderson EN (distance = 26)
,Mor27se,"MoRSE('se', 27)",3D,3D-MoRSE weighted by sanderson EN (distance = 27)
,Mor28se,"MoRSE('se', 28)",3D,3D-MoRSE weighted by sanderson EN (distance = 28)
,Mor29se,"MoRSE('se', 29)",3D,3D-MoRSE weighted by sanderson EN (distance = 29)
,Mor30se,"MoRSE('se', 30)",3D,3D-MoRSE weighted by sanderson EN (distance = 30)
,Mor31se,"MoRSE('se', 31)",3D,3D-MoRSE weighted by sanderson EN (distance = 31)
,Mor32se,"MoRSE('se', 32)",3D,3D-MoRSE weighted by sanderson EN (distance = 32)
,Mor01p,"MoRSE('p', 1)",3D,3D-MoRSE weighted by polarizability (distance = 1)
,Mor02p,"MoRSE('p', 2)",3D,3D-MoRSE weighted by polarizability (distance = 2)
,Mor03p,"MoRSE('p', 3)",3D,3D-MoRSE weighted by polarizability (distance = 3)
,Mor04p,"MoRSE('p', 4)",3D,3D-MoRSE weighted by polarizability (distance = 4)
,Mor05p,"MoRSE('p', 5)",3D,3D-MoRSE weighted by polarizability (distance = 5)
,Mor06p,"MoRSE('p', 6)",3D,3D-MoRSE weighted by polarizability (distance = 6)
,Mor07p,"MoRSE('p', 7)",3D,3D-MoRSE weighted by polarizability (distance = 7)
,Mor08p,"MoRSE('p', 8)",3D,3D-MoRSE weighted by polarizability (distance = 8)
,Mor09p,"MoRSE('p', 9)",3D,3D-MoRSE weighted by polarizability (distance = 9)
,Mor10p,"MoRSE('p', 10)",3D,3D-MoRSE weighted by polarizability (distance = 10)
,Mor11p,"MoRSE('p', 11)",3D,3D-MoRSE weighted by polarizability (distance = 11)
,Mor12p,"MoRSE('p', 12)",3D,3D-MoRSE weighted by polarizability (distance = 12)
,Mor13p,"MoRSE('p', 13)",3D,3D-MoRSE weighted by polarizability (distance = 13)
,Mor14p,"MoRSE('p', 14)",3D,3D-MoRSE weighted by polarizability (distance = 14)
,Mor15p,"MoRSE('p', 15)",3D,3D-MoRSE weighted by polarizability (distance = 15)
,Mor16p,"MoRSE('p', 16)",3D,3D-MoRSE weighted by polarizability (distance = 16)
,Mor17p,"MoRSE('p', 17)",3D,3D-MoRSE weighted by polarizability (distance = 17)
,Mor18p,"MoRSE('p', 18)",3D,3D-MoRSE weighted by polarizability (distance = 18)
,Mor19p,"MoRSE('p', 19)",3D,3D-MoRSE weighted by polarizability (distance = 19)
,Mor20p,"MoRSE('p', 20)",3D,3D-MoRSE weighted by polarizability (distance = 20)
,Mor21p,"MoRSE('p', 21)",3D,3D-MoRSE weighted by polarizability (distance = 21)
,Mor22p,"MoRSE('p', 22)",3D,3D-MoRSE weighted by polarizability (distance = 22)
,Mor23p,"MoRSE('p', 23)",3D,3D-MoRSE weighted by polarizability (distance = 23)
,Mor24p,"MoRSE('p', 24)",3D,3D-MoRSE weighted by polarizability (distance = 24)
,Mor25p,"MoRSE('p', 25)",3D,3D-MoRSE weighted by polarizability (distance = 25)
,Mor26p,"MoRSE('p', 26)",3D,3D-MoRSE weighted by polarizability (distance = 26)
,Mor27p,"MoRSE('p', 27)",3D,3D-MoRSE weighted by polarizability (distance = 27)
,Mor28p,"MoRSE('p', 28)",3D,3D-MoRSE weighted by polarizability (distance = 28)
,Mor29p,"MoRSE('p', 29)",3D,3D-MoRSE weighted by polarizability (distance = 29)
,Mor30p,"MoRSE('p', 30)",3D,3D-MoRSE weighted by polarizability (distance = 30)
,Mor31p,"MoRSE('p', 31)",3D,3D-MoRSE weighted by polarizability (distance = 31)
,Mor32p,"MoRSE('p', 32)",3D,3D-MoRSE weighted by polarizability (distance = 32)
PathCount,MPC2,"PathCount(2, False, False, False)",2D,2-ordered path count
,MPC3,"PathCount(3, False, False, False)",2D,3-ordered path count
,MPC4,"PathCount(4, False, False, False)",2D,4-ordered path count
,MPC5,"PathCount(5, False, False, False)",2D,5-ordered path count
,MPC6,"PathCount(6, False, False, False)",2D,6-ordered path count
,MPC7,"PathCount(7, False, False, False)",2D,7-ordered path count
,MPC8,"PathCount(8, False, False, False)",2D,8-ordered path count
,MPC9,"PathCount(9, False, False, False)",2D,9-ordered path count
,MPC10,"PathCount(10, False, False, False)",2D,10-ordered path count
,TMPC10,"PathCount(10, False, True, False)",2D,10-ordered total path count
,piPC1,"PathCount(1, True, False, True)",2D,1-ordered pi-path count (log scale)
,piPC2,"PathCount(2, True, False, True)",2D,2-ordered pi-path count (log scale)
,piPC3,"PathCount(3, True, False, True)",2D,3-ordered pi-path count (log scale)
,piPC4,"PathCount(4, True, False, True)",2D,4-ordered pi-path count (log scale)
,piPC5,"PathCount(5, True, False, True)",2D,5-ordered pi-path count (log scale)
,piPC6,"PathCount(6, True, False, True)",2D,6-ordered pi-path count (log scale)
,piPC7,"PathCount(7, True, False, True)",2D,7-ordered pi-path count (log scale)
,piPC8,"PathCount(8, True, False, True)",2D,8-ordered pi-path count (log scale)
,piPC9,"PathCount(9, True, False, True)",2D,9-ordered pi-path count (log scale)
,piPC10,"PathCount(10, True, False, True)",2D,10-ordered pi-path count (log scale)
,TpiPC10,"PathCount(10, True, True, True)",2D,10-ordered total pi-path count (log scale)
Polarizability,apol,APol(False),2D,atomic polarizability
,bpol,BPol(False),2D,bond polarizability
RingCount,nRing,"RingCount(None, False, False, None, None)",2D,ring count
,n3Ring,"RingCount(3, False, False, None, None)",2D,3-membered ring count
,n4Ring,"RingCount(4, False, False, None, None)",2D,4-membered ring count
,n5Ring,"RingCount(5, False, False, None, None)",2D,5-membered ring count
,n6Ring,"RingCount(6, False, False, None, None)",2D,6-membered ring count
,n7Ring,"RingCount(7, False, False, None, None)",2D,7-membered ring count
,n8Ring,"RingCount(8, False, False, None, None)",2D,8-membered ring count
,n9Ring,"RingCount(9, False, False, None, None)",2D,9-membered ring count
,n10Ring,"RingCount(10, False, False, None, None)",2D,10-membered ring count
,n11Ring,"RingCount(11, False, False, None, None)",2D,11-membered ring count
,n12Ring,"RingCount(12, False, False, None, None)",2D,12-membered ring count
,nG12Ring,"RingCount(12, True, False, None, None)",2D,12-or-greater-membered ring count
,nHRing,"RingCount(None, False, False, None, True)",2D,hetero ring count
,n3HRing,"RingCount(3, False, False, None, True)",2D,3-membered hetero ring count
,n4HRing,"RingCount(4, False, False, None, True)",2D,4-membered hetero ring count
,n5HRing,"RingCount(5, False, False, None, True)",2D,5-membered hetero ring count
,n6HRing,"RingCount(6, False, False, None, True)",2D,6-membered hetero ring count
,n7HRing,"RingCount(7, False, False, None, True)",2D,7-membered hetero ring count
,n8HRing,"RingCount(8, False, False, None, True)",2D,8-membered hetero ring count
,n9HRing,"RingCount(9, False, False, None, True)",2D,9-membered hetero ring count
,n10HRing,"RingCount(10, False, False, None, True)",2D,10-membered hetero ring count
,n11HRing,"RingCount(11, False, False, None, True)",2D,11-membered hetero ring count
,n12HRing,"RingCount(12, False, False, None, True)",2D,12-membered hetero ring count
,nG12HRing,"RingCount(12, True, False, None, True)",2D,12-or-greater-membered hetero ring count
,naRing,"RingCount(None, False, False, True, None)",2D,aromatic ring count
,n3aRing,"RingCount(3, False, False, True, None)",2D,3-membered aromatic ring count
,n4aRing,"RingCount(4, False, False, True, None)",2D,4-membered aromatic ring count
,n5aRing,"RingCount(5, False, False, True, None)",2D,5-membered aromatic ring count
,n6aRing,"RingCount(6, False, False, True, None)",2D,6-membered aromatic ring count
,n7aRing,"RingCount(7, False, False, True, None)",2D,7-membered aromatic ring count
,n8aRing,"RingCount(8, False, False, True, None)",2D,8-membered aromatic ring count
,n9aRing,"RingCount(9, False, False, True, None)",2D,9-membered aromatic ring count
,n10aRing,"RingCount(10, False, False, True, None)",2D,10-membered aromatic ring count
,n11aRing,"RingCount(11, False, False, True, None)",2D,11-membered aromatic ring count
,n12aRing,"RingCount(12, False, False, True, None)",2D,12-membered aromatic ring count
,nG12aRing,"RingCount(12, True, False, True, None)",2D,12-or-greater-membered aromatic ring count
,naHRing,"RingCount(None, False, False, True, True)",2D,aromatic hetero ring count
,n3aHRing,"RingCount(3, False, False, True, True)",2D,3-membered aromatic hetero ring count
,n4aHRing,"RingCount(4, False, False, True, True)",2D,4-membered aromatic hetero ring count
,n5aHRing,"RingCount(5, False, False, True, True)",2D,5-membered aromatic hetero ring count
,n6aHRing,"RingCount(6, False, False, True, True)",2D,6-membered aromatic hetero ring count
,n7aHRing,"RingCount(7, False, False, True, True)",2D,7-membered aromatic hetero ring count
,n8aHRing,"RingCount(8, False, False, True, True)",2D,8-membered aromatic hetero ring count
,n9aHRing,"RingCount(9, False, False, True, True)",2D,9-membered aromatic hetero ring count
,n10aHRing,"RingCount(10, False, False, True, True)",2D,10-membered aromatic hetero ring count
,n11aHRing,"RingCount(11, False, False, True, True)",2D,11-membered aromatic hetero ring count
,n12aHRing,"RingCount(12, False, False, True, True)",2D,12-membered aromatic hetero ring count
,nG12aHRing,"RingCount(12, True, False, True, True)",2D,12-or-greater-membered aromatic hetero ring count
,nARing,"RingCount(None, False, False, False, None)",2D,aliphatic ring count
,n3ARing,"RingCount(3, False, False, False, None)",2D,3-membered aliphatic ring count
,n4ARing,"RingCount(4, False, False, False, None)",2D,4-membered aliphatic ring count
,n5ARing,"RingCount(5, False, False, False, None)",2D,5-membered aliphatic ring count
,n6ARing,"RingCount(6, False, False, False, None)",2D,6-membered aliphatic ring count
,n7ARing,"RingCount(7, False, False, False, None)",2D,7-membered aliphatic ring count
,n8ARing,"RingCount(8, False, False, False, None)",2D,8-membered aliphatic ring count
,n9ARing,"RingCount(9, False, False, False, None)",2D,9-membered aliphatic ring count
,n10ARing,"RingCount(10, False, False, False, None)",2D,10-membered aliphatic ring count
,n11ARing,"RingCount(11, False, False, False, None)",2D,11-membered aliphatic ring count
,n12ARing,"RingCount(12, False, False, False, None)",2D,12-membered aliphatic ring count
,nG12ARing,"RingCount(12, True, False, False, None)",2D,12-or-greater-membered aliphatic ring count
,nAHRing,"RingCount(None, False, False, False, True)",2D,aliphatic hetero ring count
,n3AHRing,"RingCount(3, False, False, False, True)",2D,3-membered aliphatic hetero ring count
,n4AHRing,"RingCount(4, False, False, False, True)",2D,4-membered aliphatic hetero ring count
,n5AHRing,"RingCount(5, False, False, False, True)",2D,5-membered aliphatic hetero ring count
,n6AHRing,"RingCount(6, False, False, False, True)",2D,6-membered aliphatic hetero ring count
,n7AHRing,"RingCount(7, False, False, False, True)",2D,7-membered aliphatic hetero ring count
,n8AHRing,"RingCount(8, False, False, False, True)",2D,8-membered aliphatic hetero ring count
,n9AHRing,"RingCount(9, False, False, False, True)",2D,9-membered aliphatic hetero ring count
,n10AHRing,"RingCount(10, False, False, False, True)",2D,10-membered aliphatic hetero ring count
,n11AHRing,"RingCount(11, False, False, False, True)",2D,11-membered aliphatic hetero ring count
,n12AHRing,"RingCount(12, False, False, False, True)",2D,12-membered aliphatic hetero ring count
,nG12AHRing,"RingCount(12, True, False, False, True)",2D,12-or-greater-membered aliphatic hetero ring count
,nFRing,"RingCount(None, False, True, None, None)",2D,fused ring count
,n4FRing,"RingCount(4, False, True, None, None)",2D,4-membered fused ring count
,n5FRing,"RingCount(5, False, True, None, None)",2D,5-membered fused ring count
,n6FRing,"RingCount(6, False, True, None, None)",2D,6-membered fused ring count
,n7FRing,"RingCount(7, False, True, None, None)",2D,7-membered fused ring count
,n8FRing,"RingCount(8, False, True, None, None)",2D,8-membered fused ring count
,n9FRing,"RingCount(9, False, True, None, None)",2D,9-membered fused ring count
,n10FRing,"RingCount(10, False, True, None, None)",2D,10-membered fused ring count
,n11FRing,"RingCount(11, False, True, None, None)",2D,11-membered fused ring count
,n12FRing,"RingCount(12, False, True, None, None)",2D,12-membered fused ring count
,nG12FRing,"RingCount(12, True, True, None, None)",2D,12-or-greater-membered fused ring count
,nFHRing,"RingCount(None, False, True, None, True)",2D,fused hetero ring count
,n4FHRing,"RingCount(4, False, True, None, True)",2D,4-membered fused hetero ring count
,n5FHRing,"RingCount(5, False, True, None, True)",2D,5-membered fused hetero ring count
,n6FHRing,"RingCount(6, False, True, None, True)",2D,6-membered fused hetero ring count
,n7FHRing,"RingCount(7, False, True, None, True)",2D,7-membered fused hetero ring count
,n8FHRing,"RingCount(8, False, True, None, True)",2D,8-membered fused hetero ring count
,n9FHRing,"RingCount(9, False, True, None, True)",2D,9-membered fused hetero ring count
,n10FHRing,"RingCount(10, False, True, None, True)",2D,10-membered fused hetero ring count
,n11FHRing,"RingCount(11, False, True, None, True)",2D,11-membered fused hetero ring count
,n12FHRing,"RingCount(12, False, True, None, True)",2D,12-membered fused hetero ring count
,nG12FHRing,"RingCount(12, True, True, None, True)",2D,12-or-greater-membered fused hetero ring count
,nFaRing,"RingCount(None, False, True, True, None)",2D,aromatic fused ring count
,n4FaRing,"RingCount(4, False, True, True, None)",2D,4-membered aromatic fused ring count
,n5FaRing,"RingCount(5, False, True, True, None)",2D,5-membered aromatic fused ring count
,n6FaRing,"RingCount(6, False, True, True, None)",2D,6-membered aromatic fused ring count
,n7FaRing,"RingCount(7, False, True, True, None)",2D,7-membered aromatic fused ring count
,n8FaRing,"RingCount(8, False, True, True, None)",2D,8-membered aromatic fused ring count
,n9FaRing,"RingCount(9, False, True, True, None)",2D,9-membered aromatic fused ring count
,n10FaRing,"RingCount(10, False, True, True, None)",2D,10-membered aromatic fused ring count
,n11FaRing,"RingCount(11, False, True, True, None)",2D,11-membered aromatic fused ring count
,n12FaRing,"RingCount(12, False, True, True, None)",2D,12-membered aromatic fused ring count
,nG12FaRing,"RingCount(12, True, True, True, None)",2D,12-or-greater-membered aromatic fused ring count
,nFaHRing,"RingCount(None, False, True, True, True)",2D,aromatic fused hetero ring count
,n4FaHRing,"RingCount(4, False, True, True, True)",2D,4-membered aromatic fused hetero ring count
,n5FaHRing,"RingCount(5, False, True, True, True)",2D,5-membered aromatic fused hetero ring count
,n6FaHRing,"RingCount(6, False, True, True, True)",2D,6-membered aromatic fused hetero ring count
,n7FaHRing,"RingCount(7, False, True, True, True)",2D,7-membered aromatic fused hetero ring count
,n8FaHRing,"RingCount(8, False, True, True, True)",2D,8-membered aromatic fused hetero ring count
,n9FaHRing,"RingCount(9, False, True, True, True)",2D,9-membered aromatic fused hetero ring count
,n10FaHRing,"RingCount(10, False, True, True, True)",2D,10-membered aromatic fused hetero ring count
,n11FaHRing,"RingCount(11, False, True, True, True)",2D,11-membered aromatic fused hetero ring count
,n12FaHRing,"RingCount(12, False, True, True, True)",2D,12-membered aromatic fused hetero ring count
,nG12FaHRing,"RingCount(12, True, True, True, True)",2D,12-or-greater-membered aromatic fused hetero ring count
,nFARing,"RingCount(None, False, True, False, None)",2D,aliphatic fused ring count
,n4FARing,"RingCount(4, False, True, False, None)",2D,4-membered aliphatic fused ring count
,n5FARing,"RingCount(5, False, True, False, None)",2D,5-membered aliphatic fused ring count
,n6FARing,"RingCount(6, False, True, False, None)",2D,6-membered aliphatic fused ring count
,n7FARing,"RingCount(7, False, True, False, None)",2D,7-membered aliphatic fused ring count
,n8FARing,"RingCount(8, False, True, False, None)",2D,8-membered aliphatic fused ring count
,n9FARing,"RingCount(9, False, True, False, None)",2D,9-membered aliphatic fused ring count
,n10FARing,"RingCount(10, False, True, False, None)",2D,10-membered aliphatic fused ring count
,n11FARing,"RingCount(11, False, True, False, None)",2D,11-membered aliphatic fused ring count
,n12FARing,"RingCount(12, False, True, False, None)",2D,12-membered aliphatic fused ring count
,nG12FARing,"RingCount(12, True, True, False, None)",2D,12-or-greater-membered aliphatic fused ring count
,nFAHRing,"RingCount(None, False, True, False, True)",2D,aliphatic fused hetero ring count
,n4FAHRing,"RingCount(4, False, True, False, True)",2D,4-membered aliphatic fused hetero ring count
,n5FAHRing,"RingCount(5, False, True, False, True)",2D,5-membered aliphatic fused hetero ring count
,n6FAHRing,"RingCount(6, False, True, False, True)",2D,6-membered aliphatic fused hetero ring count
,n7FAHRing,"RingCount(7, False, True, False, True)",2D,7-membered aliphatic fused hetero ring count
,n8FAHRing,"RingCount(8, False, True, False, True)",2D,8-membered aliphatic fused hetero ring count
,n9FAHRing,"RingCount(9, False, True, False, True)",2D,9-membered aliphatic fused hetero ring count
,n10FAHRing,"RingCount(10, False, True, False, True)",2D,10-membered aliphatic fused hetero ring count
,n11FAHRing,"RingCount(11, False, True, False, True)",2D,11-membered aliphatic fused hetero ring count
,n12FAHRing,"RingCount(12, False, True, False, True)",2D,12-membered aliphatic fused hetero ring count
,nG12FAHRing,"RingCount(12, True, True, False, True)",2D,12-or-greater-membered aliphatic fused hetero ring count
RotatableBond,nRot,RotatableBondsCount(),2D,rotatable bonds count
,RotRatio,RotatableBondsRatio(),2D,rotatable bonds ratio
SLogP,SLogP,SLogP(),2D,Wildman-Crippen LogP
,SMR,SMR(),2D,Wildman-Crippen MR
TopologicalCharge,GGI1,"TopologicalCharge('raw', 1)",2D,1-ordered raw topological charge
,GGI2,"TopologicalCharge('raw', 2)",2D,2-ordered raw topological charge
,GGI3,"TopologicalCharge('raw', 3)",2D,3-ordered raw topological charge
,GGI4,"TopologicalCharge('raw', 4)",2D,4-ordered raw topological charge
,GGI5,"TopologicalCharge('raw', 5)",2D,5-ordered raw topological charge
,GGI6,"TopologicalCharge('raw', 6)",2D,6-ordered raw topological charge
,GGI7,"TopologicalCharge('raw', 7)",2D,7-ordered raw topological charge
,GGI8,"TopologicalCharge('raw', 8)",2D,8-ordered raw topological charge
,GGI9,"TopologicalCharge('raw', 9)",2D,9-ordered raw topological charge
,GGI10,"TopologicalCharge('raw', 10)",2D,10-ordered raw topological charge
,JGI1,"TopologicalCharge('mean', 1)",2D,1-ordered mean topological charge
,JGI2,"TopologicalCharge('mean', 2)",2D,2-ordered mean topological charge
,JGI3,"TopologicalCharge('mean', 3)",2D,3-ordered mean topological charge
,JGI4,"TopologicalCharge('mean', 4)",2D,4-ordered mean topological charge
,JGI5,"TopologicalCharge('mean', 5)",2D,5-ordered mean topological charge
,JGI6,"TopologicalCharge('mean', 6)",2D,6-ordered mean topological charge
,JGI7,"TopologicalCharge('mean', 7)",2D,7-ordered mean topological charge
,JGI8,"TopologicalCharge('mean', 8)",2D,8-ordered mean topological charge
,JGI9,"TopologicalCharge('mean', 9)",2D,9-ordered mean topological charge
,JGI10,"TopologicalCharge('mean', 10)",2D,10-ordered mean topological charge
,JGT10,"TopologicalCharge('global', 10)",2D,10-ordered global topological charge
TopologicalIndex,Diameter,Diameter(),2D,topological diameter
,Radius,Radius(),2D,topological radius
,TopoShapeIndex,TopologicalShapeIndex(),2D,topological shape index
,PetitjeanIndex,PetitjeanIndex(),2D,Petitjean index
TopoPSA,TopoPSA(NO),TopoPSA(True),2D,topological polar surface area (use only nitrogen and oxygen)
,TopoPSA,TopoPSA(False),2D,topological polar surface area
VdwVolumeABC,Vabc,VdwVolumeABC(),2D,ABC van der waals volume
VertexAdjacencyInformation,VAdjMat,VertexAdjacencyInformation(),2D,vertex adjacency information
WalkCount,MWC01,"WalkCount(1, False, False)",2D,walk count (leg-1)
,MWC02,"WalkCount(2, False, False)",2D,walk count (leg-2)
,MWC03,"WalkCount(3, False, False)",2D,walk count (leg-3)
,MWC04,"WalkCount(4, False, False)",2D,walk count (leg-4)
,MWC05,"WalkCount(5, False, False)",2D,walk count (leg-5)
,MWC06,"WalkCount(6, False, False)",2D,walk count (leg-6)
,MWC07,"WalkCount(7, False, False)",2D,walk count (leg-7)
,MWC08,"WalkCount(8, False, False)",2D,walk count (leg-8)
,MWC09,"WalkCount(9, False, False)",2D,walk count (leg-9)
,MWC10,"WalkCount(10, False, False)",2D,walk count (leg-10)
,TMWC10,"WalkCount(10, True, False)",2D,total walk count (leg-10)
,SRW02,"WalkCount(2, False, True)",2D,"walk count (leg-2, only self returning walk)"
,SRW03,"WalkCount(3, False, True)",2D,"walk count (leg-3, only self returning walk)"
,SRW04,"WalkCount(4, False, True)",2D,"walk count (leg-4, only self returning walk)"
,SRW05,"WalkCount(5, False, True)",2D,"walk count (leg-5, only self returning walk)"
,SRW06,"WalkCount(6, False, True)",2D,"walk count (leg-6, only self returning walk)"
,SRW07,"WalkCount(7, False, True)",2D,"walk count (leg-7, only self returning walk)"
,SRW08,"WalkCount(8, False, True)",2D,"walk count (leg-8, only self returning walk)"
,SRW09,"WalkCount(9, False, True)",2D,"walk count (leg-9, only self returning walk)"
,SRW10,"WalkCount(10, False, True)",2D,"walk count (leg-10, only self returning walk)"
,TSRW10,"WalkCount(10, True, True)",2D,"total walk count (leg-10, only self returning walk)"
Weight,MW,Weight(False),2D,molecular weight
,AMW,Weight(True),2D,averaged molecular weight
WienerIndex,WPath,WienerIndex(False),2D,Wiener index
,WPol,WienerIndex(True),2D,Wiener polarity index
ZagrebIndex,Zagreb1,"ZagrebIndex(1, 1)",2D,Zagreb index (version 1)
,Zagreb2,"ZagrebIndex(2, 1)",2D,Zagreb index (version 2)
,mZagreb1,"ZagrebIndex(1, -1)",2D,modified Zagreb index (version 1)
,mZagreb2,"ZagrebIndex(2, -1)",2D,modified Zagreb index (version 2)
